user_id,persona,date,merchant,category,amount,payment_method,is_anomaly_synthetic
15,young_professional,2026-07-12,Walmart,Groceries,34.97,Debit Card,False
15,young_professional,2026-07-12,Spotify,Entertainment,18.11,Credit Card,False
15,young_professional,2026-07-13,Airline Co,Travel,452.4,Cash,False
15,young_professional,2026-07-13,IKEA,Shopping,41.31,Mobile Wallet,False
15,young_professional,2026-07-15,Metro Card,Transport,21.67,Mobile Wallet,False
15,young_professional,2026-07-16,Walmart,Groceries,56.43,Debit Card,False
15,young_professional,2026-07-18,Carrefour,Groceries,32.89,Cash,False
15,young_professional,2026-07-18,Landlord Transfer,Rent,670.99,Credit Card,False
15,young_professional,2026-07-20,Pizza Hut,Dining,32.32,Cash,False
15,young_professional,2026-07-20,Daraz,Shopping,26.09,Credit Card,False
15,young_professional,2026-07-20,Local Cafe,Dining,19.63,Credit Card,False
15,young_professional,2026-07-21,Electric Co,Utilities,30.64,Credit Card,False
15,young_professional,2026-07-22,Zara,Shopping,14.4,Cash,False
15,young_professional,2026-07-23,McDonalds,Dining,12.01,Mobile Wallet,False
15,young_professional,2026-07-24,Shell Gas,Transport,1.19,Credit Card,False
15,young_professional,2026-07-24,IKEA,Shopping,117.01,Debit Card,False
15,young_professional,2026-07-27,Daraz,Shopping,25.92,Credit Card,False
15,young_professional,2026-07-28,Amazon,Shopping,30.66,Cash,False
15,young_professional,2026-07-28,Landlord Transfer,Rent,480.95,Credit Card,False
15,young_professional,2026-07-30,Daraz,Shopping,66.65,Credit Card,False
15,young_professional,2026-07-30,Landlord Transfer,Rent,523.17,Cash,False
15,young_professional,2026-07-31,Metro Card,Transport,133.86,Debit Card,True
15,young_professional,2026-08-01,IKEA,Shopping,13.93,Debit Card,False
15,young_professional,2026-08-01,Water Board,Utilities,364.46,Debit Card,True
15,young_professional,2026-08-01,Hotel Booking,Travel,255.34,Mobile Wallet,False
15,young_professional,2026-08-02,Landlord Transfer,Rent,501.17,Cash,False
15,young_professional,2026-08-04,Uber,Transport,2.01,Mobile Wallet,False
15,young_professional,2026-08-04,Local Mart,Groceries,51.78,Credit Card,False
15,young_professional,2026-08-05,Local Mart,Groceries,33.12,Mobile Wallet,False
15,young_professional,2026-08-05,IKEA,Shopping,39.17,Debit Card,False
15,young_professional,2026-08-07,Landlord Transfer,Rent,382.72,Debit Card,False
15,young_professional,2026-08-07,Pizza Hut,Dining,31.05,Mobile Wallet,False
15,young_professional,2026-08-08,Shell Gas,Transport,1.0,Cash,False
15,young_professional,2026-08-10,Uber,Transport,2.17,Credit Card,False
15,young_professional,2026-08-10,Landlord Transfer,Rent,428.05,Debit Card,False
15,young_professional,2026-08-10,Landlord Transfer,Rent,437.49,Mobile Wallet,False
15,young_professional,2026-08-11,Shell Gas,Transport,12.75,Cash,False
15,young_professional,2026-08-11,McDonalds,Dining,21.92,Debit Card,False
15,young_professional,2026-08-11,Local Cafe,Dining,26.21,Mobile Wallet,False
15,young_professional,2026-08-12,Amazon,Shopping,16.03,Mobile Wallet,False
15,young_professional,2026-08-13,Cinema,Entertainment,8.81,Cash,False
15,young_professional,2026-08-14,Uber,Transport,18.31,Debit Card,False
15,young_professional,2026-08-14,Pizza Hut,Dining,22.79,Debit Card,False
15,young_professional,2026-08-14,Airline Co,Travel,71.97,Mobile Wallet,False
15,young_professional,2026-08-15,Pizza Hut,Dining,29.46,Mobile Wallet,False
15,young_professional,2026-08-15,Netflix,Entertainment,22.91,Cash,False
15,young_professional,2026-08-15,Landlord Transfer,Rent,552.48,Mobile Wallet,False
15,young_professional,2026-08-17,Steam,Entertainment,6.22,Mobile Wallet,False
15,young_professional,2026-08-18,Pizza Hut,Dining,29.66,Mobile Wallet,False
15,young_professional,2026-08-20,Amazon,Shopping,36.98,Debit Card,False
15,young_professional,2026-08-21,Shell Gas,Transport,24.34,Credit Card,False
15,young_professional,2026-08-22,Local Mart,Groceries,21.54,Mobile Wallet,False
15,young_professional,2026-08-22,Shell Gas,Transport,6.93,Mobile Wallet,False
15,young_professional,2026-08-23,McDonalds,Dining,15.11,Credit Card,False
15,young_professional,2026-08-24,Daraz,Shopping,1.0,Mobile Wallet,False
15,young_professional,2026-08-25,Starbucks,Dining,13.79,Credit Card,False
15,young_professional,2026-08-26,Metro Card,Transport,13.07,Debit Card,False
15,young_professional,2026-08-26,Landlord Transfer,Rent,606.18,Cash,False
15,young_professional,2026-08-29,Amazon,Shopping,129.51,Credit Card,False
15,young_professional,2026-08-29,Airline Co,Travel,105.59,Debit Card,False
15,young_professional,2026-08-29,Daraz,Shopping,19.15,Mobile Wallet,False
15,young_professional,2026-08-30,Zara,Shopping,35.58,Mobile Wallet,False
15,young_professional,2026-08-30,Fresh Foods,Groceries,63.6,Debit Card,False
15,young_professional,2026-08-31,Shell Gas,Transport,9.6,Debit Card,False
15,young_professional,2026-08-31,Pizza Hut,Dining,7.32,Cash,False
15,young_professional,2026-08-31,Airline Co,Travel,145.6,Credit Card,False
15,young_professional,2026-09-01,IKEA,Shopping,57.64,Cash,False
15,young_professional,2026-09-01,Landlord Transfer,Rent,667.81,Mobile Wallet,False
16,high_earner,2026-03-05,Daraz,Shopping,36.41,Credit Card,False
16,high_earner,2026-03-05,Walmart,Groceries,44.32,Debit Card,False
16,high_earner,2026-03-07,Walmart,Groceries,33.2,Mobile Wallet,False
16,high_earner,2026-03-07,Daraz,Shopping,100.88,Cash,False
16,high_earner,2026-03-09,Landlord Transfer,Rent,419.73,Credit Card,False
16,high_earner,2026-03-12,Fresh Foods,Groceries,69.14,Mobile Wallet,False
16,high_earner,2026-03-12,Hospital,Healthcare,42.92,Debit Card,False
16,high_earner,2026-03-12,Pharmacy,Healthcare,1.0,Cash,False
16,high_earner,2026-03-13,Airline Co,Travel,1.0,Credit Card,False
16,high_earner,2026-03-14,Pharmacy,Healthcare,59.56,Mobile Wallet,False
16,high_earner,2026-03-15,Steam,Entertainment,32.44,Mobile Wallet,False
16,high_earner,2026-03-15,Amazon,Shopping,52.55,Debit Card,False
16,high_earner,2026-03-15,Spotify,Entertainment,5.78,Debit Card,False
16,high_earner,2026-03-16,Zara,Shopping,54.01,Cash,False
16,high_earner,2026-03-16,Steam,Entertainment,22.88,Mobile Wallet,False
16,high_earner,2026-03-17,Starbucks,Dining,13.21,Mobile Wallet,False
16,high_earner,2026-03-17,Starbucks,Dining,17.41,Debit Card,False
16,high_earner,2026-03-17,Landlord Transfer,Rent,472.92,Debit Card,False
16,high_earner,2026-03-18,IKEA,Shopping,5.49,Debit Card,False
16,high_earner,2026-03-19,Steam,Entertainment,21.56,Debit Card,False
16,high_earner,2026-03-19,Pharmacy,Healthcare,54.44,Cash,False
16,high_earner,2026-03-19,Cinema,Entertainment,29.1,Debit Card,False
16,high_earner,2026-03-21,Local Cafe,Dining,14.62,Debit Card,False
16,high_earner,2026-03-21,Zara,Shopping,77.49,Mobile Wallet,False
16,high_earner,2026-03-22,Walmart,Groceries,55.83,Credit Card,False
16,high_earner,2026-03-23,Fresh Foods,Groceries,29.71,Debit Card,False
16,high_earner,2026-03-23,Landlord Transfer,Rent,657.9,Mobile Wallet,False
16,high_earner,2026-03-23,Water Board,Utilities,70.13,Mobile Wallet,False
16,high_earner,2026-03-24,Fresh Foods,Groceries,38.78,Cash,False
16,high_earner,2026-03-25,Amazon,Shopping,1.0,Credit Card,False
16,high_earner,2026-03-25,AirBnB,Travel,49.48,Credit Card,False
16,high_earner,2026-03-26,McDonalds,Dining,3.18,Cash,False
16,high_earner,2026-03-26,Airline Co,Travel,108.39,Mobile Wallet,False
16,high_earner,2026-03-26,Cinema,Entertainment,16.07,Credit Card,False
16,high_earner,2026-03-27,Landlord Transfer,Rent,629.19,Cash,False
16,high_earner,2026-03-27,Landlord Transfer,Rent,788.32,Cash,False
16,high_earner,2026-03-29,Landlord Transfer,Rent,548.91,Cash,False
16,high_earner,2026-03-29,Daraz,Shopping,34.87,Credit Card,False
16,high_earner,2026-03-30,Landlord Transfer,Rent,604.44,Cash,False
16,high_earner,2026-03-30,Water Board,Utilities,128.58,Mobile Wallet,False
16,high_earner,2026-03-31,Hotel Booking,Travel,318.06,Mobile Wallet,False
16,high_earner,2026-03-31,Landlord Transfer,Rent,421.41,Credit Card,False
16,high_earner,2026-04-01,Hotel Booking,Travel,305.83,Mobile Wallet,False
16,high_earner,2026-04-01,Daraz,Shopping,65.24,Cash,False
16,high_earner,2026-04-02,Airline Co,Travel,593.8,Cash,False
16,high_earner,2026-04-03,McDonalds,Dining,16.31,Debit Card,False
16,high_earner,2026-04-03,Fresh Foods,Groceries,26.38,Cash,False
16,high_earner,2026-04-03,Zara,Shopping,38.11,Mobile Wallet,False
16,high_earner,2026-04-04,Landlord Transfer,Rent,561.26,Cash,False
16,high_earner,2026-04-04,Pizza Hut,Dining,17.17,Cash,False
16,high_earner,2026-04-04,Fresh Foods,Groceries,36.39,Debit Card,False
16,high_earner,2026-04-06,Hotel Booking,Travel,315.18,Mobile Wallet,False
16,high_earner,2026-04-08,Starbucks,Dining,9.71,Mobile Wallet,False
16,high_earner,2026-04-11,Netflix,Entertainment,15.22,Debit Card,False
16,high_earner,2026-04-11,Carrefour,Groceries,43.82,Credit Card,False
16,high_earner,2026-04-13,Carrefour,Groceries,24.77,Debit Card,False
16,high_earner,2026-04-13,Walmart,Groceries,23.78,Mobile Wallet,False
16,high_earner,2026-04-13,Pizza Hut,Dining,2.98,Debit Card,False
16,high_earner,2026-04-13,Dental Care,Healthcare,18.68,Mobile Wallet,False
16,high_earner,2026-04-13,Amazon,Shopping,88.03,Mobile Wallet,False
16,high_earner,2026-04-14,Netflix,Entertainment,9.12,Mobile Wallet,False
16,high_earner,2026-04-15,Landlord Transfer,Rent,590.8,Mobile Wallet,False
16,high_earner,2026-04-15,Steam,Entertainment,13.59,Mobile Wallet,False
16,high_earner,2026-04-15,Amazon,Shopping,20.74,Debit Card,False
16,high_earner,2026-04-16,Airline Co,Travel,208.31,Cash,False
16,high_earner,2026-04-16,Amazon,Shopping,72.4,Debit Card,False
16,high_earner,2026-04-16,Hotel Booking,Travel,350.5,Debit Card,False
16,high_earner,2026-04-17,Daraz,Shopping,105.62,Cash,False
16,high_earner,2026-04-17,AirBnB,Travel,405.96,Debit Card,False
16,high_earner,2026-04-18,Landlord Transfer,Rent,391.37,Debit Card,False
16,high_earner,2026-04-19,Local Cafe,Dining,1.0,Credit Card,False
16,high_earner,2026-04-19,Clinic,Healthcare,13.92,Mobile Wallet,False
16,high_earner,2026-04-19,Walmart,Groceries,47.6,Cash,False
16,high_earner,2026-04-20,Amazon,Shopping,25.84,Cash,False
16,high_earner,2026-04-20,Landlord Transfer,Rent,349.25,Mobile Wallet,False
16,high_earner,2026-04-23,Zara,Shopping,94.67,Credit Card,False
16,high_earner,2026-04-24,Hotel Booking,Travel,1.0,Debit Card,False
16,high_earner,2026-04-24,Landlord Transfer,Rent,490.97,Credit Card,False
16,high_earner,2026-04-26,Steam,Entertainment,2.55,Mobile Wallet,False
16,high_earner,2026-04-26,Landlord Transfer,Rent,489.38,Cash,False
16,high_earner,2026-04-27,Landlord Transfer,Rent,535.63,Cash,False
16,high_earner,2026-04-27,Walmart,Groceries,69.14,Mobile Wallet,False
16,high_earner,2026-04-27,Zara,Shopping,79.99,Debit Card,False
16,high_earner,2026-04-29,Water Board,Utilities,79.18,Credit Card,False
16,high_earner,2026-04-30,Hospital,Healthcare,153.96,Credit Card,True
16,high_earner,2026-04-30,Amazon,Shopping,86.42,Mobile Wallet,False
16,high_earner,2026-05-01,Airline Co,Travel,67.25,Mobile Wallet,False
16,high_earner,2026-05-01,Zara,Shopping,59.2,Debit Card,False
16,high_earner,2026-05-02,Landlord Transfer,Rent,571.63,Mobile Wallet,False
16,high_earner,2026-05-02,Landlord Transfer,Rent,532.87,Credit Card,False
16,high_earner,2026-05-03,Water Board,Utilities,67.36,Debit Card,False
16,high_earner,2026-05-04,IKEA,Shopping,62.39,Mobile Wallet,False
16,high_earner,2026-05-05,Local Mart,Groceries,26.34,Debit Card,False
16,high_earner,2026-05-06,Landlord Transfer,Rent,599.36,Cash,False
16,high_earner,2026-05-07,Hotel Booking,Travel,1.0,Mobile Wallet,False
16,high_earner,2026-05-07,AirBnB,Travel,99.14,Cash,False
16,high_earner,2026-05-07,Starbucks,Dining,20.91,Cash,False
16,high_earner,2026-05-09,Netflix,Entertainment,41.17,Cash,False
16,high_earner,2026-05-10,Spotify,Entertainment,15.14,Mobile Wallet,False
16,high_earner,2026-05-10,Hotel Booking,Travel,124.23,Mobile Wallet,False
16,high_earner,2026-05-11,IKEA,Shopping,83.17,Cash,False
16,high_earner,2026-05-12,Dental Care,Healthcare,44.3,Credit Card,False
16,high_earner,2026-05-12,Landlord Transfer,Rent,575.36,Cash,False
16,high_earner,2026-05-13,Daraz,Shopping,1.0,Mobile Wallet,False
16,high_earner,2026-05-14,Gas Company,Utilities,102.21,Credit Card,False
16,high_earner,2026-05-15,Airline Co,Travel,106.28,Cash,False
16,high_earner,2026-05-15,Local Cafe,Dining,19.4,Debit Card,False
16,high_earner,2026-05-15,Landlord Transfer,Rent,505.53,Mobile Wallet,False
16,high_earner,2026-05-15,Walmart,Groceries,29.31,Cash,False
16,high_earner,2026-05-16,Local Cafe,Dining,6.47,Mobile Wallet,False
16,high_earner,2026-05-16,Walmart,Groceries,43.47,Mobile Wallet,False
16,high_earner,2026-05-16,Local Mart,Groceries,46.21,Debit Card,False
16,high_earner,2026-05-17,Airline Co,Travel,164.34,Cash,False
16,high_earner,2026-05-17,Daraz,Shopping,36.08,Mobile Wallet,False
16,high_earner,2026-05-18,Landlord Transfer,Rent,769.03,Credit Card,False
16,high_earner,2026-05-19,Landlord Transfer,Rent,443.06,Credit Card,False
16,high_earner,2026-05-21,Pharmacy,Healthcare,37.51,Mobile Wallet,False
16,high_earner,2026-05-22,Steam,Entertainment,20.97,Credit Card,False
16,high_earner,2026-05-22,Fresh Foods,Groceries,26.71,Cash,False
16,high_earner,2026-05-22,Pizza Hut,Dining,25.76,Cash,False
16,high_earner,2026-05-22,AirBnB,Travel,103.42,Credit Card,False
16,high_earner,2026-05-23,AirBnB,Travel,366.67,Credit Card,False
16,high_earner,2026-05-23,Netflix,Entertainment,15.11,Mobile Wallet,False
16,high_earner,2026-05-24,Airline Co,Travel,204.76,Debit Card,False
16,high_earner,2026-05-28,Landlord Transfer,Rent,442.16,Credit Card,False
16,high_earner,2026-05-28,Amazon,Shopping,140.4,Mobile Wallet,False
16,high_earner,2026-05-29,Zara,Shopping,78.98,Cash,False
16,high_earner,2026-05-29,AirBnB,Travel,70.92,Mobile Wallet,False
16,high_earner,2026-05-30,AirBnB,Travel,215.68,Mobile Wallet,False
16,high_earner,2026-05-31,Pizza Hut,Dining,16.55,Cash,False
16,high_earner,2026-05-31,Airline Co,Travel,452.89,Debit Card,False
16,high_earner,2026-06-01,Spotify,Entertainment,12.76,Credit Card,False
16,high_earner,2026-06-02,Pizza Hut,Dining,21.15,Credit Card,False
16,high_earner,2026-06-04,Dental Care,Healthcare,65.04,Credit Card,False
16,high_earner,2026-06-04,Netflix,Entertainment,16.22,Mobile Wallet,False
16,high_earner,2026-06-05,Landlord Transfer,Rent,642.79,Credit Card,False
16,high_earner,2026-06-05,Carrefour,Groceries,33.15,Mobile Wallet,False
16,high_earner,2026-06-06,Hotel Booking,Travel,1.0,Mobile Wallet,False
16,high_earner,2026-06-08,Landlord Transfer,Rent,536.19,Cash,False
16,high_earner,2026-06-08,Zara,Shopping,6.11,Mobile Wallet,False
16,high_earner,2026-06-09,Hospital,Healthcare,52.96,Credit Card,False
16,high_earner,2026-06-10,Airline Co,Travel,310.78,Debit Card,False
16,high_earner,2026-06-13,Airline Co,Travel,374.49,Debit Card,False
16,high_earner,2026-06-14,Airline Co,Travel,196.29,Credit Card,False
16,high_earner,2026-06-15,Daraz,Shopping,1.0,Credit Card,False
16,high_earner,2026-06-16,Airline Co,Travel,4.32,Mobile Wallet,False
16,high_earner,2026-06-18,Landlord Transfer,Rent,547.3,Debit Card,False
16,high_earner,2026-06-18,Steam,Entertainment,11.83,Debit Card,False
16,high_earner,2026-06-19,Airline Co,Travel,1912.91,Mobile Wallet,True
16,high_earner,2026-06-19,Daraz,Shopping,34.38,Mobile Wallet,False
16,high_earner,2026-06-19,Steam,Entertainment,15.33,Credit Card,False
16,high_earner,2026-06-20,Landlord Transfer,Rent,653.56,Debit Card,False
16,high_earner,2026-06-20,Airline Co,Travel,200.66,Mobile Wallet,False
16,high_earner,2026-06-21,Landlord Transfer,Rent,450.46,Mobile Wallet,False
16,high_earner,2026-06-22,Electric Co,Utilities,78.15,Mobile Wallet,False
16,high_earner,2026-06-22,Daraz,Shopping,98.61,Debit Card,False
16,high_earner,2026-06-23,Local Mart,Groceries,27.22,Mobile Wallet,False
16,high_earner,2026-06-24,Amazon,Shopping,66.85,Cash,False
16,high_earner,2026-06-24,Amazon,Shopping,81.76,Credit Card,False
16,high_earner,2026-06-25,Gas Company,Utilities,48.07,Mobile Wallet,False
16,high_earner,2026-06-26,IKEA,Shopping,9.18,Cash,False
16,high_earner,2026-06-26,Airline Co,Travel,334.97,Mobile Wallet,False
16,high_earner,2026-06-26,Dental Care,Healthcare,59.29,Mobile Wallet,False
16,high_earner,2026-06-26,IKEA,Shopping,17.26,Debit Card,False
16,high_earner,2026-06-26,AirBnB,Travel,288.58,Credit Card,False
16,high_earner,2026-06-27,Landlord Transfer,Rent,631.09,Mobile Wallet,False
16,high_earner,2026-06-28,Hospital,Healthcare,80.34,Credit Card,False
16,high_earner,2026-06-28,Hospital,Healthcare,1.0,Mobile Wallet,False
16,high_earner,2026-06-29,Landlord Transfer,Rent,569.84,Credit Card,False
16,high_earner,2026-06-30,Hotel Booking,Travel,367.55,Cash,False
16,high_earner,2026-07-01,IKEA,Shopping,1.0,Mobile Wallet,False
16,high_earner,2026-07-02,Amazon,Shopping,83.01,Debit Card,False
16,high_earner,2026-07-02,Hotel Booking,Travel,256.68,Debit Card,False
16,high_earner,2026-07-03,Local Cafe,Dining,16.03,Cash,False
16,high_earner,2026-07-04,Hotel Booking,Travel,208.9,Debit Card,False
16,high_earner,2026-07-05,Daraz,Shopping,84.64,Cash,False
16,high_earner,2026-07-07,AirBnB,Travel,61.55,Mobile Wallet,False
16,high_earner,2026-07-08,Starbucks,Dining,18.94,Cash,False
16,high_earner,2026-07-08,Local Cafe,Dining,23.83,Mobile Wallet,False
16,high_earner,2026-07-09,AirBnB,Travel,1.0,Cash,False
16,high_earner,2026-07-10,IKEA,Shopping,1.0,Debit Card,False
16,high_earner,2026-07-10,Starbucks,Dining,12.69,Cash,False
16,high_earner,2026-07-11,Netflix,Entertainment,18.24,Mobile Wallet,False
16,high_earner,2026-07-11,Landlord Transfer,Rent,563.54,Debit Card,False
16,high_earner,2026-07-12,Landlord Transfer,Rent,222.72,Debit Card,False
16,high_earner,2026-07-13,IKEA,Shopping,137.81,Credit Card,False
16,high_earner,2026-07-13,Local Cafe,Dining,33.86,Mobile Wallet,False
16,high_earner,2026-07-14,Landlord Transfer,Rent,595.59,Debit Card,False
16,high_earner,2026-07-15,Airline Co,Travel,266.29,Credit Card,False
16,high_earner,2026-07-16,Netflix,Entertainment,16.7,Cash,False
16,high_earner,2026-07-16,Hotel Booking,Travel,142.76,Cash,False
16,high_earner,2026-07-17,Spotify,Entertainment,19.1,Debit Card,False
16,high_earner,2026-07-17,AirBnB,Travel,245.08,Credit Card,False
16,high_earner,2026-07-17,Netflix,Entertainment,1.0,Cash,False
16,high_earner,2026-07-18,Hotel Booking,Travel,222.05,Credit Card,False
16,high_earner,2026-07-18,Starbucks,Dining,29.37,Credit Card,False
16,high_earner,2026-07-19,AirBnB,Travel,270.26,Debit Card,False
16,high_earner,2026-07-19,Steam,Entertainment,6.5,Cash,False
16,high_earner,2026-07-20,Local Mart,Groceries,64.88,Cash,False
16,high_earner,2026-07-21,Airline Co,Travel,357.21,Cash,False
16,high_earner,2026-07-21,Starbucks,Dining,18.09,Credit Card,False
16,high_earner,2026-07-21,McDonalds,Dining,35.57,Mobile Wallet,False
16,high_earner,2026-07-21,IKEA,Shopping,88.19,Credit Card,False
16,high_earner,2026-07-21,Airline Co,Travel,8.25,Credit Card,False
16,high_earner,2026-07-23,Amazon,Shopping,83.24,Credit Card,False
16,high_earner,2026-07-25,Carrefour,Groceries,54.39,Credit Card,False
16,high_earner,2026-07-25,Airline Co,Travel,192.36,Cash,False
16,high_earner,2026-07-26,Airline Co,Travel,166.07,Cash,False
16,high_earner,2026-07-27,AirBnB,Travel,71.08,Mobile Wallet,False
16,high_earner,2026-07-28,Local Cafe,Dining,32.17,Credit Card,False
16,high_earner,2026-07-28,Water Board,Utilities,59.82,Cash,False
16,high_earner,2026-07-29,Landlord Transfer,Rent,528.44,Debit Card,False
16,high_earner,2026-07-29,Airline Co,Travel,522.24,Debit Card,False
16,high_earner,2026-07-30,IKEA,Shopping,31.53,Mobile Wallet,False
16,high_earner,2026-07-31,Airline Co,Travel,87.02,Debit Card,False
16,high_earner,2026-08-01,Fresh Foods,Groceries,35.57,Cash,False
16,high_earner,2026-08-02,Zara,Shopping,103.33,Debit Card,False
16,high_earner,2026-08-03,Electric Co,Utilities,64.9,Cash,False
16,high_earner,2026-08-04,Hospital,Healthcare,35.54,Mobile Wallet,False
16,high_earner,2026-08-04,Hotel Booking,Travel,37.57,Debit Card,False
16,high_earner,2026-08-06,Spotify,Entertainment,33.18,Mobile Wallet,False
16,high_earner,2026-08-06,Spotify,Entertainment,21.81,Debit Card,False
16,high_earner,2026-08-07,Local Cafe,Dining,22.17,Mobile Wallet,False
16,high_earner,2026-08-07,Landlord Transfer,Rent,508.11,Mobile Wallet,False
16,high_earner,2026-08-08,Zara,Shopping,44.83,Credit Card,False
16,high_earner,2026-08-09,Landlord Transfer,Rent,573.68,Debit Card,False
16,high_earner,2026-08-10,Airline Co,Travel,135.51,Credit Card,False
16,high_earner,2026-08-10,Walmart,Groceries,61.42,Cash,False
16,high_earner,2026-08-11,Pizza Hut,Dining,24.34,Mobile Wallet,False
16,high_earner,2026-08-13,Daraz,Shopping,71.3,Mobile Wallet,False
16,high_earner,2026-08-14,Amazon,Shopping,74.93,Mobile Wallet,False
16,high_earner,2026-08-14,Amazon,Shopping,82.91,Debit Card,False
16,high_earner,2026-08-15,Netflix,Entertainment,14.15,Cash,False
16,high_earner,2026-08-15,Hotel Booking,Travel,1.0,Mobile Wallet,False
16,high_earner,2026-08-16,Zara,Shopping,41.35,Cash,False
16,high_earner,2026-08-17,Pizza Hut,Dining,17.36,Credit Card,False
16,high_earner,2026-08-20,Zara,Shopping,1.0,Debit Card,False
16,high_earner,2026-08-21,Steam,Entertainment,31.17,Mobile Wallet,False
16,high_earner,2026-08-23,Spotify,Entertainment,9.78,Mobile Wallet,False
16,high_earner,2026-08-23,Landlord Transfer,Rent,408.88,Mobile Wallet,False
16,high_earner,2026-08-24,Daraz,Shopping,106.75,Cash,False
16,high_earner,2026-08-24,Netflix,Entertainment,7.25,Credit Card,False
16,high_earner,2026-08-24,Pizza Hut,Dining,10.17,Mobile Wallet,False
16,high_earner,2026-08-25,Daraz,Shopping,16.58,Cash,False
16,high_earner,2026-08-26,Carrefour,Groceries,72.25,Credit Card,False
16,high_earner,2026-08-27,Zara,Shopping,14.81,Cash,False
16,high_earner,2026-08-27,AirBnB,Travel,300.48,Debit Card,False
16,high_earner,2026-08-27,Amazon,Shopping,17.24,Credit Card,False
16,high_earner,2026-08-31,AirBnB,Travel,353.76,Cash,False
16,high_earner,2026-09-01,Carrefour,Groceries,45.61,Cash,False
17,high_earner,2026-03-06,Amazon,Shopping,109.91,Credit Card,False
17,high_earner,2026-03-09,Zara,Shopping,4.25,Cash,False
17,high_earner,2026-03-10,Landlord Transfer,Rent,480.91,Credit Card,False
17,high_earner,2026-03-10,Airline Co,Travel,1.0,Credit Card,False
17,high_earner,2026-03-11,Local Cafe,Dining,18.08,Cash,False
17,high_earner,2026-03-11,AirBnB,Travel,211.73,Credit Card,False
17,high_earner,2026-03-11,Gas Company,Utilities,49.62,Cash,False
17,high_earner,2026-03-12,Starbucks,Dining,9.66,Debit Card,False
17,high_earner,2026-03-13,Pizza Hut,Dining,27.68,Cash,False
17,high_earner,2026-03-16,Zara,Shopping,18.11,Debit Card,False
17,high_earner,2026-03-17,AirBnB,Travel,243.08,Mobile Wallet,False
17,high_earner,2026-03-17,Landlord Transfer,Rent,302.07,Credit Card,False
17,high_earner,2026-03-18,Local Mart,Groceries,4.12,Debit Card,False
17,high_earner,2026-03-18,Hotel Booking,Travel,252.04,Mobile Wallet,False
17,high_earner,2026-03-18,McDonalds,Dining,25.64,Debit Card,False
17,high_earner,2026-03-19,AirBnB,Travel,193.26,Mobile Wallet,False
17,high_earner,2026-03-21,IKEA,Shopping,101.69,Credit Card,False
17,high_earner,2026-03-21,Landlord Transfer,Rent,450.94,Credit Card,False
17,high_earner,2026-03-22,Landlord Transfer,Rent,605.81,Debit Card,False
17,high_earner,2026-03-22,Hotel Booking,Travel,153.11,Debit Card,False
17,high_earner,2026-03-22,Local Cafe,Dining,22.38,Credit Card,False
17,high_earner,2026-03-23,Hotel Booking,Travel,278.0,Mobile Wallet,False
17,high_earner,2026-03-23,Steam,Entertainment,1.0,Cash,False
17,high_earner,2026-03-23,Steam,Entertainment,6.31,Mobile Wallet,False
17,high_earner,2026-03-25,Hotel Booking,Travel,246.71,Mobile Wallet,False
17,high_earner,2026-03-25,Gas Company,Utilities,69.39,Debit Card,False
17,high_earner,2026-03-26,Starbucks,Dining,1.0,Debit Card,False
17,high_earner,2026-03-27,Hotel Booking,Travel,62.36,Mobile Wallet,False
17,high_earner,2026-03-27,Starbucks,Dining,12.36,Credit Card,False
17,high_earner,2026-03-28,AirBnB,Travel,227.45,Debit Card,False
17,high_earner,2026-03-29,Local Cafe,Dining,9.68,Mobile Wallet,False
17,high_earner,2026-03-29,Airline Co,Travel,289.18,Debit Card,False
17,high_earner,2026-03-30,Zara,Shopping,123.71,Credit Card,False
17,high_earner,2026-03-30,Landlord Transfer,Rent,534.12,Credit Card,False
17,high_earner,2026-03-31,Airline Co,Travel,297.61,Cash,False
17,high_earner,2026-03-31,Zara,Shopping,69.99,Credit Card,False
17,high_earner,2026-03-31,Spotify,Entertainment,20.2,Credit Card,False
17,high_earner,2026-04-01,Landlord Transfer,Rent,398.04,Cash,False
17,high_earner,2026-04-01,Landlord Transfer,Rent,453.51,Cash,False
17,high_earner,2026-04-03,Landlord Transfer,Rent,481.93,Mobile Wallet,False
17,high_earner,2026-04-03,Walmart,Groceries,75.14,Debit Card,False
17,high_earner,2026-04-03,Daraz,Shopping,60.79,Mobile Wallet,False
17,high_earner,2026-04-03,Pharmacy,Healthcare,90.97,Cash,False
17,high_earner,2026-04-04,Pizza Hut,Dining,14.77,Debit Card,False
17,high_earner,2026-04-04,Carrefour,Groceries,45.01,Mobile Wallet,False
17,high_earner,2026-04-04,Walmart,Groceries,34.3,Credit Card,False
17,high_earner,2026-04-05,AirBnB,Travel,77.27,Cash,False
17,high_earner,2026-04-05,Landlord Transfer,Rent,488.81,Credit Card,False
17,high_earner,2026-04-06,Fresh Foods,Groceries,51.06,Mobile Wallet,False
17,high_earner,2026-04-06,Internet ISP,Utilities,65.5,Mobile Wallet,False
17,high_earner,2026-04-07,Landlord Transfer,Rent,341.57,Mobile Wallet,False
17,high_earner,2026-04-08,Hotel Booking,Travel,413.64,Debit Card,False
17,high_earner,2026-04-09,Daraz,Shopping,21.0,Mobile Wallet,False
17,high_earner,2026-04-09,Steam,Entertainment,12.21,Mobile Wallet,False
17,high_earner,2026-04-09,Airline Co,Travel,452.9,Cash,False
